"bathrooms","bedrooms","city","country","currency","latitude","livingArea","longitude","lotAreaUnit","priceForHDP","rentZestimate","state","streetAddress","taxAssessedValue","zestimate","zipcode","priceinmil","lotArea","range_1"
2,5,"Bismarck","USA","USD",46.800385,2174,-100.80189,"sqft",299900,1613,"ND","506 Garden Dr",201800,279600,58504,0.2999,9.23472,"Low"
2,5,"Bismarck","USA","USD",46.78915,2152,-100.78507,"sqft",278900,1417,"ND","1409 S 3rd St",220500,245200,58504,0.2789,8.75556,"Low"
4,4,"Fargo","USA","USD",46.806683,3466,-96.81825,"sqft",649900,3014,"ND","4903 Rose Creek Pkwy S",412200,530500,58104,0.6499,14.03012,"Medium"
4,4,"Mandan","USA","USD",46.805832,2257,-100.842545,"sqft",360000,1595,"ND","3818 Amity Cir SE",255200,352980,58554,0.36,6.024348,"Low"
2,4,"Mandan","USA","USD",46.817764,2232,-100.904366,"sqft",299900,1806,"ND","704 10th Ave SW",166900,294052,58554,0.2999,7.000092,"Low"
2,3,"Bismarck","USA","USD",46.815468,1564,-100.76808,"sqft",259900,1488,"ND","1000 N 16th St",167100,258500,58501,0.2599,5.000688,"Low"
1,2,"Fargo","USA","USD",46.84166,1095,-96.820564,"sqft",139000,1277,"ND","2535 25th St S",105500,135549,58103,0.139,140.925312,"Low"
2,4,"Grand Forks","USA","USD",47.92192,2385,-97.04898,"sqft",155000,1374,"ND","1517 University Ave",140000,150287,58203,0.155,4.662,"Low"
2,2,"West Fargo","USA","USD",46.85638,1410,-96.885254,"sqft",279900,1794,"ND","820 Lakeridge Pl",190300,277100,58078,0.2799,5.52,"Low"
3,4,"Jamestown","USA","USD",46.91293,2621,-98.70691,"sqft",2e+05,1131,"ND","516 2nd Ave NE",175760,167600,58401,0.2,7.01316,"Low"
3,4,"West Fargo","USA","USD",46.84439,3120,-96.92265,"sqft",589900,2602,"ND","1322 Legion Ln W",282100,583998,58078,0.5899,10.64,"Medium"
1,2,"Belfield","USA","USD",46.882877,1168,-103.19899,"sqft",59900,870,"ND","105 2nd Ave NE",41500,58732,58622,0.0599,3,"Low"
2,3,"Minot","USA","USD",48.22119,1248,-101.30187,"sqft",165000,1391,"ND","1416 6th St SW",124000,161782,58701,0.165,6.9696,"Low"
2,5,"Alexander","USA","USD",47.753704,2432,-103.60343,"sqft",536000,2283,"ND","2342 141st Ave NW",261130,525548,58831,0.536,277.0416,"Medium"
4,5,"Grand Forks","USA","USD",47.868267,3574,-97.02701,"sqft",572500,3755,"ND","5440 Jackson St",509500,559573,58201,0.5725,16.8,"Medium"
2,3,"Minot","USA","USD",48.242237,1787,-101.301384,"sqft",190000,2145,"ND","502 5th Ave NW",153000,186295,58703,0.19,6.534,"Low"
3,6,"Dickinson","USA","USD",46.894493,2440,-102.80852,"sqft",324900,1996,"ND","1492 12th St W",245400,318564,58601,0.3249,9.375,"Low"
2,3,"Horace","USA","USD",46.780354,1398,-96.898315,"sqft",283000,1732,"ND","6718 71st Ave S",23800,283002,58047,0.283,6.25,"Low"
3,4,"Grand Forks","USA","USD",47.891068,2915,-97.04252,"sqft",365000,2157,"ND","3003 Legend Ln",286000,357108,58201,0.365,15.36,"Low"
3,4,"Minot","USA","USD",48.216267,2432,-101.31067,"sqft",329900,1865,"ND","1701 13th St SW",248000,323467,58701,0.3299,9.5832,"Low"
2,3,"Baxter Springs","USA","USD",37.00276,1316,-94.742714,"sqft",165000,1249,"KS","3242 Cc Ave",127000,161900,66713,0.165,8.2764,"Low"
1,2,"Marysville","USA","USD",39.840195,1428,-96.64408,"sqft",99000,834,"KS","206 S 11th St",44750,54200,66508,0.099,5.662,"Low"
3,4,"Lindsborg","USA","USD",38.58117,3076,-97.67562,"sqft",330000,1599,"KS","632 N Main St",196120,232900,67456,0.33,29.1852,"Low"
1,3,"Hutchinson","USA","USD",38.074116,1104,-97.91572,"sqft",169000,1106,"KS","41 Harvest Ln",83560,123700,67502,0.169,8.2764,"Low"
2,3,"Olathe","USA","USD",38.87352,1434,-94.84549,"sqft",240000,1580,"KS","1700 W Normandy Dr",212100,258300,66061,0.24,12.818,"Low"
5,4,"Olathe","USA","USD",38.878532,2901,-94.75194,"sqft",430000,2780,"KS","13845 S Mullen St",370000,435200,66062,0.43,14.331,"Medium"
1,2,"Park City","USA","USD",37.78976,1080,-97.3384,"sqft",150000,830,"KS","122 W 57th St N",78160,110000,67204,0.15,24.8292,"Low"
2,4,"Wichita","USA","USD",37.69543,1872,-97.290016,"sqft",219900,1321,"KS","3945 E Elm St",175900,221200,67208,0.2199,5.6628,"Low"
5,4,"Olathe","USA","USD",38.864773,3795,-94.733536,"sqft",889000,4858,"KS","14517 S Parkhill St",662200,790200,66062,0.889,11.7612,"Medium"
2,2,"Fisherville","USA","USD",38.232483,1396,-85.42661,"sqft",475000,2611,"KY","210 Clark Station Rd",292000,437900,40023,0.475,51.4008,"Medium"
3,4,"Fisherville","USA","USD",38.121758,4502,-85.37927,"sqft",575000,3486,"KY","610 Nevin Ln",362000,566800,40023,0.575,44.4312,"Medium"
3,3,"Philpot","USA","USD",37.735146,2140,-86.97208,"sqft",165000,1669,"KY","5243 Jack Hinton Rd",135000,232600,42366,0.165,43.56,"Low"
2,3,"Frankfort","USA","USD",38.16868,2266,-84.91263,"sqft",269000,128,"KY","106 Cave Run Ct",151000,222600,40601,0.269,10.672,"Low"
2,3,"Danville","USA","USD",37.657375,1283,-84.7653,"sqft",199900,1325,"KY","191 Candlewood Dr",118000,197500,40422,0.1999,12.632,"Low"
3,3,"Woodlawn Park","USA","USD",38.262783,2277,-85.6332,"sqft",1,2650,"KY","6400 Orchid Hill Pl",322820,431000,40207,1e-06,10.89,"Medium"
2,3,"Lexington","USA","USD",38.08302,1161,-84.50524,"sqft",135000,1300,"KY","1134 Oakwood Dr",87500,116500,40511,0.135,9.1,"Low"
1,2,"Louisville","USA","USD",38.14856,825,-85.84557,"sqft",144900,987,"KY","4808 Princeton Ave",91750,143200,40258,0.1449,19.602,"Low"
2,3,"Lexington","USA","USD",38.046993,2285,-84.48285,"sqft",199900,1649,"KY","432 E 5th St",126500,201900,40508,0.1999,5.227,"Low"
1,2,"Louisville","USA","USD",38.228817,866,-85.73639,"sqft",215000,1294,"KY","1004 Samuel St",88800,138300,40204,0.215,3.9204,"Low"
2,3,"Louisville","USA","USD",38.143726,1667,-85.607735,"sqft",259999,1756,"KY","8306 Glaser Ln",152130,371700,40291,0.259999,17.424,"Low"
2,2,"Lexington","USA","USD",38.02392,1839,-84.48737,"sqft",639900,2844,"KY","357 Cochran Rd",373700,461800,40502,0.6399,7.349,"Medium"
2,4,"Catlettsburg","USA","USD",38.35168,3048,-82.69096,"sqft",249500,1575,"KY","3025 Crestview Dr",126100,209700,41129,0.2495,25.265,"Low"
3,3,"Raceland","USA","USD",38.526028,1416,-82.73698,"sqft",169500,1207,"KY","1515 Bryan Dr",109400,169000,41169,0.1695,98.881,"Low"
2,3,"Wurtland","USA","USD",38.544075,1056,-82.77701,"sqft",149900,483,"KY","118 Tricia Ln",53000,75400,41144,0.1499,326.7,"Low"
1,3,"Shreveport","USA","USD",32.437656,947,-93.76752,"sqft",35000,675,"LA","602 W 74th St",27452,25200,71106,0.035,6.922,"Low"
3,3,"Covington","USA","USD",30.465927,1900,-90.1151,"sqft",425000,2100,"LA","1728 S Harrison St",127880,353100,70433,0.425,435.6,"Low"
2,3,"Metairie","USA","USD",30.006966,1525,-90.18344,"sqft",285000,2064,"LA","3421 N Woodlawn Ave",11650,123000,70006,0.285,5.356,"Low"
7,6,"River Ridge","USA","USD",29.962423,5788,-90.20831,"sqft",1365000,8582,"LA","318 Citrus Rd",105900,1351700,70123,1.365,58.806,"High"
2,3,"Shreveport","USA","USD",32.464886,1077,-93.77754,"sqft",43000,796,"LA","2550 Murray St",37342,36000,71108,0.043,21.45,"Low"
2,2,"Gretna","USA","USD",29.928267,1550,-90.05093,"sqft",299000,1800,"LA","1104 Monroe St",11740,310792,70053,0.299,4.096,"Low"
2,5,"New Orleans","USA","USD",29.992338,1700,-90.067245,"sqft",339000,2300,"LA","3433 Live Oak Pl",120700,265200,70122,0.339,5.039892,"Low"
1,3,"Shreveport","USA","USD",32.49568,1016,-93.787415,"sqft",38000,795,"LA","3122 W Laurel St",18010,23900,71109,0.038,5,"Low"
2,4,"Bunkie","USA","USD",30.953955,1627,-92.20058,"sqft",244000,1649,"LA","130 S Briarwood Dr",11180,193900,71322,0.244,14.8104,"Low"
2,3,"Natchitoches","USA","USD",31.777555,1387,-93.07601,"sqft",169900,1027,"LA","1604 Williams Ave",118600,152100,71457,0.1699,15.76872,"Low"
1,3,"Greenwood","USA","USD",32.433624,1171,-93.93986,"sqft",54000,649,"LA","7324 Golden Meadows Rd",29806,48200,71033,0.054,8.063,"Low"
2,2,"New Orleans","USA","USD",29.941345,1344,-90.06806,"sqft",465000,3200,"LA","920 Poeyfarre St APT 433",346900,475300,70130,0.465,0.470448,"Medium"
2,3,"New Orleans","USA","USD",29.955584,1746,-90.12348,"sqft",230000,3428,"LA","8219 Sycamore St",313500,516000,70118,0.23,4.199184,"Medium"
2,3,"Kenner","USA","USD",30.012712,1075,-90.27421,"sqft",232000,1500,"LA","117 Georgetown Dr",13190,185800,70065,0.232,6,"Low"
2,4,"Bossier City","USA","USD",32.475243,1473,-93.66521,"sqft",179900,1500,"LA","1803 Mars Dr",119711,140400,71112,0.1799,7.623,"Low"
2,3,"Breaux Bridge","USA","USD",30.287586,1219,-91.868126,"sqft",175000,1550,"LA","1094 Bridgetowne Ln",131600,149200,70517,0.175,14.400936,"Low"
1,2,"North Berwick","USA","USD",43.30549,1469,-70.73798,"sqft",285000,2499,"ME","6 Wells Street",124500,299100,3906,0.285,3.0492,"Low"
5,6,"Falmouth","USA","USD",43.7347,5986,-70.207436,"sqft",2200000,5899,"ME","2 Town Landing Road",709700,1231700,4105,2.2,23.0868,"High"
3,7,"Waterville","USA","USD",44.539917,2208,-69.63846,"sqft",115000,537,"ME","18 King Street",43000,124100,4901,0.115,5.2272,"Low"
3,2,"Augusta","USA","USD",44.329826,1830,-69.661995,"sqft",759000,2242,"ME","147 Young Road",146000,719899,4330,0.759,16.1172,"Medium"
3,4,"Lisbon","USA","USD",44.060116,2352,-70.117584,"sqft",375000,2713,"ME","115 Littlefield Road",233500,424100,4250,0.375,104.544,"Medium"
4,3,"Annapolis","USA","USD",39.04074,2683,-76.46264,"sqft",585000,3200,"MD","545 Deep Creek Vw",427300,573900,21409,0.585,2.672,"Medium"
5,3,"Gaithersburg","USA","USD",39.112026,1638,-77.20088,"sqft",730000,3349,"MD","211 Decoverly Dr",691000,730800,20878,0.73,1.576,"Medium"
3,3,"Odenton","USA","USD",39.01853,2080,-76.72135,"sqft",599997,2996,"MD","1220 Beaver Tree Dr",489100,544200,21113,0.599997,3.759,"Medium"
3,3,"Hebron","USA","USD",38.37825,3468,-75.67635,"sqft",345000,1935,"MD","6718 Oak Ridge Dr",232700,305800,21830,0.345,31.525,"Low"
3,3,"Baltimore","USA","USD",39.278915,2601,-76.56803,"sqft",740000,5436,"MD","3413 Brewers Green Way",748300,787100,21224,0.74,0.871,"Medium"
3,4,"Silver Spring","USA","USD",39.009586,2136,-77.00161,"sqft",537000,3099,"MD","9930 Moss Ave",440200,540000,20901,0.537,6.627,"Medium"
5,4,"Dickerson","USA","USD",39.191277,4920,-77.38128,"sqft",1245000,4763,"MD","20366 Peach Tree Rd",822700,1252600,20842,1.245,111.5136,"High"
4,5,"Smithsburg","USA","USD",39.71566,3275,-77.514465,"sqft",849900,3996,"MD","14551 Edgemont Rd",418700,706800,21783,0.8499,1109.0376,"Medium"
4,4,"White Plains","USA","USD",38.560173,3054,-76.92022,"sqft",590000,2734,"MD","5467 Dundee Ln",419400,544800,20695,0.59,8.494,"Medium"
4,4,"Monrovia","USA","USD",39.358746,2564,-77.2852,"sqft",515000,2650,"MD","4561 Tinder Box Cir",377200,476600,21770,0.515,2.2,"Medium"
4,4,"Brunswick","USA","USD",39.334553,3478,-77.64331,"sqft",560000,3270,"MD","1313 Village Green Way",393700,547600,21716,0.56,7.013,"Medium"
3,3,"Hanover","USA","USD",39.130165,2300,-76.746994,"sqft",480000,2878,"MD","2750 Fredericksburg Rd",415000,486200,21076,0.48,2.25,"Medium"
4,4,"Leonardtown","USA","USD",38.312275,3736,-76.62758,"sqft",564900,3317,"MD","23050 Town Run Dr",423300,584600,20650,0.5649,10.61,"Medium"
2,2,"Baltimore","USA","USD",39.28033,880,-76.611046,"sqft",390000,2999,"MD","711 William St",171100,172700,21230,0.39,0.616,"Low"
4,4,"New Market","USA","USD",39.395317,2430,-77.305405,"sqft",504900,2799,"MD","10414 Quillback St",443200,528900,21774,0.5049,2.35,"Medium"
4,3,"Frederick","USA","USD",39.426525,2080,-77.459816,"sqft",449900,2658,"MD","1612 Tydings Park Rd",274000,393100,21703,0.4499,1.496,"Low"
2,2,"West Dennis","USA","USD",41.66066,1071,-70.17009,"sqft",304900,2570,"MA","111 School Street UNIT 1",164400,292000,2670,0.3049,0,"Low"
3,3,"East Falmouth","USA","USD",41.595173,2266,-70.58358,"sqft",1100000,2799,"MA","137 Lake Shore Drive",411800,647400,2536,1.1,11.7612,"Medium"
2,4,"East Falmouth","USA","USD",41.5615,1718,-70.5608,"sqft",749900,2499,"MA","26 Marsh View Road",325800,549300,2536,0.7499,27.4428,"Medium"
6,5,"Alford","USA","USD",42.280365,5514,-73.42648,"sqft",2900000,16388,"MA","321 West Rd",1540000,2148900,1266,2.9,690.731,"High"
5,5,"Truro","USA","USD",42.015972,4028,-70.061386,"sqft",2395000,7819,"MA","11 Sandy Lane",1522200,2273300,2666,2.395,98.8812,"High"
3,3,"Quincy","USA","USD",42.23244,1728,-71.004005,"sqft",849000,3300,"MA","40 Lurton St",472700,692300,2169,0.849,6.6,"Medium"
3,3,"Bridgewater","USA","USD",41.93655,2470,-70.989395,"sqft",625000,2617,"MA","55 Green St",422900,606700,2324,0.625,23.51,"Medium"
2,3,"Medford","USA","USD",42.436657,1345,-71.089806,"sqft",699000,3200,"MA","49 Palmer St",458600,608500,2155,0.699,4.743,"Medium"
2,3,"Gardner","USA","USD",42.579037,1970,-71.977806,"sqft",345000,2499,"MA","10 Bickford Hill Rd",229300,347300,1440,0.345,16.903,"Low"
2,3,"Chelmsford","USA","USD",42.584824,2144,-71.334435,"sqft",630000,2799,"MA","3 Woodhead Rd",312800,383000,1824,0.63,22.841,"Low"
3,5,"Newton","USA","USD",42.32748,2788,-71.22642,"sqft",1499000,5499,"MA","653 Chestnut St",1115300,1497900,2468,1.499,12.04,"High"
7,6,"Wenham","USA","USD",42.59422,9591,-70.84076,"sqft",4295000,17329,"MA","120 Grapevine Rd",3196500,4319900,1984,4.295,626.754348,"High"
2,5,"Springfield","USA","USD",42.09385,2064,-72.57979,"sqft",269900,1618,"MA","25 Marble St",132100,217300,1105,0.2699,5.327,"Low"
3,6,"Lowell","USA","USD",42.653275,2548,-71.33363,"sqft",359900,1918,"MA","56 4th Ave",363600,535600,1854,0.3599,5,"Medium"
2,7,"Springfield","USA","USD",42.091446,2512,-72.5774,"sqft",299900,2021,"MA","24 Warriner Ave",154200,269900,1108,0.2999,6.721,"Low"
1,3,"Springfield","USA","USD",42.12265,1158,-72.49017,"sqft",259500,2100,"MA","75 Clydesdale Ln",216100,264400,1129,0.2595,10.8,"Low"
2,2,"Becket","USA","USD",42.289234,1456,-73.04956,"sqft",467000,2350,"MA","115 Hopkins Ln",223400,452600,1223,0.467,87.5556,"Medium"
3,3,"Watertown","USA","USD",42.370564,2414,-71.18496,"sqft",9e+05,3280,"MA","34 Hawthorne St",778700,897100,2472,0.9,8.324,"High"
2,6,"Springfield","USA","USD",42.117348,2338,-72.58366,"sqft",249900,2336,"MA","24-26 Wolcott St",151900,289500,1104,0.2499,5.279,"Low"
3,3,"Worcester","USA","USD",42.27713,1544,-71.82089,"sqft",399900,2699,"MA","41 Valley Hill Dr",273100,386800,1602,0.3999,8.825,"Low"
2,2,"Seekonk","USA","USD",41.80115,1674,-71.31278,"sqft",366900,2449,"MA","110 Fieldwood Ave",309600,403800,2771,0.3669,14.375,"Medium"
2,3,"Lowell","USA","USD",42.63671,1709,-71.33794,"sqft",419900,2499,"MA","55 Livingston Ave",282500,380500,1851,0.4199,6.99,"Low"
4,5,"Holyoke","USA","USD",42.22308,4130,-72.639626,"sqft",450000,2999,"MA","48 Fairfield Ave",269300,347100,1040,0.45,46.1736,"Low"
1,2,"Jasper","USA","USD",41.792503,1188,-84.03827,"sqft",54900,1249,"MI","8557 Logan St",91018,103100,49248,0.0549,16.5528,"Low"
2,4,"Alto","USA","USD",42.83812,2078,-85.4422,"sqft",399900,1900,"MI","9052 Enchantment Dr SE",189600,306600,49302,0.3999,43.9956,"Low"
2,4,"Muskegon","USA","USD",43.179234,1728,-86.21018,"sqft",289900,1898,"MI","4025 Evergreen Dr",231000,270800,49444,0.2899,10.89,"Low"
2,3,"White Pigeon","USA","USD",41.800323,1300,-85.7226,"sqft",325000,1740,"MI","68598 Vistula Rd",38600,299200,49099,0.325,320.6016,"Low"
2,3,"Bay City","USA","USD",43.598564,1512,-83.87547,"sqft",159000,1200,"MI","906 N Lincoln St",85800,123000,48708,0.159,3.9204,"Low"
1,1,"Harrison","USA","USD",44.107285,1080,-84.933754,"sqft",90000,1099,"MI","4131 Gayla Dr",72800,87058,48625,0.09,40.5108,"Low"
3,4,"Harbor Springs","USA","USD",45.43924,2432,-84.976234,"sqft",459000,2195,"MI","3033 Petes Run",273800,405100,49740,0.459,43.56,"Medium"
2,3,"Gowen","USA","USD",43.273254,1744,-85.3038,"sqft",349900,1300,"MI","11584 Heritage Ln",252800,326000,49326,0.3499,82.764,"Low"
2,4,"Grand Rapids","USA","USD",42.985626,1780,-85.65928,"sqft",185000,1950,"MI","405 Carrier St NE",127600,173500,49505,0.185,3.9204,"Low"
2,3,"Saint Johns","USA","USD",43.015743,1830,-84.569466,"sqft",439500,2733,"MI","1607 Danleigh Ct",35800,424800,48879,0.4395,27.8784,"Medium"
1,1,"Johannesburg","USA","USD",45.044193,440,-84.44494,"sqft",89000,1185,"MI","11236 Sparr Rd",46200,91833,49751,0.089,96.2676,"Low"
2,3,"Flint","USA","USD",43.05817,1144,-83.61959,"sqft",165000,1249,"MI","4435 Meadowbrook Dr",134800,175500,48506,0.165,54.0144,"Low"
3.5,4,"Bellaire","USA","USD",44.935318,4210,-85.176865,"sqft",795000,3440,"MI","4492 Forest Trl",626400,755600,49615,0.795,65.34,"Medium"
3,3,"Holland","USA","USD",42.73588,1630,-86.07016,"sqft",299900,2528,"MI","851 Winchester St",28000,292100,49423,0.2999,3.9204,"Low"
1,3,"Adrian","USA","USD",41.93016,1584,-84.06777,"sqft",172500,1567,"MI","114 Renfrew Ave",148672,166500,49221,0.1725,7.8408,"Low"
3,3,"Oscoda","USA","USD",44.48833,2742,-83.33698,"sqft",449900,2148,"MI","7208 Cedar Lake Rd",324000,440500,48750,0.4499,17.859,"Medium"
3,3,"Portage","USA","USD",42.20384,2438,-85.53669,"sqft",345900,2358,"MI","7842 Wapiti St",276400,351200,49002,0.3459,12.1968,"Low"
2,3,"Charlotte","USA","USD",42.549168,1164,-84.8424,"sqft",140000,950,"MI","521 4th St",66600,116400,48813,0.14,7.49232,"Low"
1,3,"Saint Clair Shores","USA","USD",42.48755,1000,-82.89985,"sqft",170000,1500,"MI","21242 Bon Heur St",131600,169000,48081,0.17,6.5,"Low"
2,2,"Ann Arbor","USA","USD",42.281616,1379,-83.74254,"sqft",625000,2999,"MI","505 E Huron St APT 503",671600,632400,48104,0.625,0,"Medium"
3,4,"Prior Lake","USA","USD",44.748604,2271,-93.40237,"sqft",594900,2564,"MN","5845 Pinnacle Cir NE",508700,594400,55372,0.5949,13.9392,"Medium"
1,2,"Sartell","USA","USD",45.6263,1284,-94.2307,"sqft",245000,1384,"MN","17 Pine Tree Ct",179900,221700,56377,0.245,5.2272,"Low"
2,4,"Ottertail","USA","USD",46.380386,2280,-95.59685,"sqft",250000,1900,"MN","28773 Sherman Lake Rd",213600,245198,56571,0.25,161.172,"Low"
3,4,"Columbus","USA","USD",33.56387,3026,-88.43915,"sqft",449000,2806,"MS","38 Greenleaf Ln",277770,437421,39705,0.449,100.188,"Medium"
2,3,"Kiln","USA","USD",30.420551,1792,-89.37589,"sqft",450000,1770,"MS","3000 Kiln Delisle Rd",108299,167200,39556,0.45,630.7488,"Low"
2,3,"Carriere","USA","USD",30.570145,1456,-89.65279,"sqft",160000,1562,"MS","217 Hide A Way Ln",46700,100500,39426,0.16,13.068,"Low"
1,3,"Petal","USA","USD",31.337584,1105,-89.26472,"sqft",80000,1278,"MS","120 W 8th Ave",42390,105700,39465,0.08,1.307,"Low"
2,3,"Steens","USA","USD",33.56426,2351,-88.31093,"sqft",142500,1794,"MS","333 Steens Vernon Rd",62000,146034,39766,0.1425,56.628,"Low"
6,7,"Flowood","USA","USD",32.343643,5317,-90.0224,"sqft",1595000,11073,"MS","116 Garrison Way",860610,1322300,39232,1.595,171.1908,"High"
2,4,"Diamondhead","USA","USD",30.400162,1654,-89.34475,"sqft",275000,1800,"MS","996 Halawa Ct",134942,284700,39525,0.275,9.5832,"Low"
2,4,"New Albany","USA","USD",34.507774,1675,-89.02532,"sqft",149900,1566,"MS","900 Moss Hill Dr",48580,146400,38652,0.1499,38.3328,"Low"
4,4,"Gulfport","USA","USD",30.51293,3240,-89.080215,"sqft",449000,3040,"MS","15542 Old Oak Ct",294377,432200,39503,0.449,23.5224,"Medium"
3,3,"Gautier","USA","USD",30.471313,4558,-88.63928,"sqft",250000,2329,"MS","8921 Ferry Point Rd",293626,275267,39553,0.25,64.0332,"Low"
2,3,"Gulfport","USA","USD",30.452589,1274,-89.048645,"sqft",169500,1595,"MS","26 Joanna Ln",83950,120800,39503,0.1695,13.068,"Low"
2,3,"Brookhaven","USA","USD",31.637299,1333,-90.48955,"sqft",134000,1342,"MS","704 Case Trl NW",40580,135729,39601,0.134,25.7004,"Low"
2,3,"Jackson","USA","USD",32.36068,1235,-90.187965,"sqft",120000,1142,"MS","528 Beaverbrook Dr",51950,56600,39206,0.12,13.9392,"Low"
3,3,"Moss Point","USA","USD",30.426636,2719,-88.46028,"sqft",115000,2243,"MS","8916 Orange Lake Rd",99269,144700,39562,0.115,43.56,"Low"
2,3,"Horn Lake","USA","USD",34.93764,2200,-90.02638,"sqft",3e+05,1991,"MS","5350 Park Place Dr",157813,290800,38637,0.3,43.56,"Low"
3,3,"Gautier","USA","USD",30.4186,2391,-88.62594,"sqft",365000,1999,"MS","1004 Homestead Blvd",204288,177300,39553,0.365,188.6148,"Low"
3,4,"Florence","USA","USD",32.129753,3200,-90.2048,"sqft",5e+05,3726,"MS","106 Hunter Trl",304890,453800,39073,0.5,179.0316,"Medium"
2,2,"Hollister","USA","USD",36.63214,1264,-93.22934,"sqft",155000,1359,"MO","160 Wilshire Drive UNIT 65",87300,157900,65672,0.155,0.4356,"Low"
1,2,"Versailles","USA","USD",38.438076,1138,-92.83281,"sqft",125000,749,"MO","616 Price Ave",121000,112700,65084,0.125,14.261544,"Low"
3,4,"Springfield","USA","USD",37.15584,2059,-93.23745,"sqft",275000,1500,"MO","3134 South Lakeside Avenue",156000,288000,65804,0.275,11.7612,"Low"
1,3,"Joplin","USA","USD",37.090595,1077,-94.53945,"sqft",137500,816,"MO","121 S Oliver Ave",46770,130755,64801,0.1375,12.1968,"Low"
2,3,"Kirbyville","USA","USD",36.596767,1320,-93.07226,"sqft",290000,1764,"MO","120 Gabriel Lane",95550,292700,65679,0.29,12.6324,"Low"
3,4,"Grain Valley","USA","USD",39.036407,1992,-94.20827,"sqft",325000,2094,"MO","963 NW Dogwood Dr",209000,310100,64029,0.325,10.495,"Low"
2,4,"Saint Louis","USA","USD",38.583645,2240,-90.248436,"sqft",165000,1410,"MO","4067 Giles Ave",18500,172800,63116,0.165,4.795956,"Low"
3,3,"Walnut Grove","USA","USD",37.429703,2274,-93.52889,"sqft",3e+05,1494,"MO","5667 South 60th Road",99000,295100,65770,0.3,727.452,"Low"
4,4,"Florissant","USA","USD",38.852757,3800,-90.30351,"sqft",619000,4370,"MO","3727 Afshari Cir",311200,449800,63034,0.619,265.2804,"Medium"
3,5,"Carthage","USA","USD",37.19014,2877,-94.403,"sqft",349000,1947,"MO","9425 County Ln #191",198930,340000,64836,0.349,54.8856,"Low"
1,2,"Moberly","USA","USD",39.412624,1053,-92.42994,"sqft",34900,999,"MO","608 Cleveland Ave",14820,26900,65270,0.0349,6,"Low"
1,2,"Bozeman","USA","USD",45.66963,1191,-110.90573,"sqft",895000,2875,"MT","240 Ritas Ridge Rd",444500,629200,59715,0.895,217.93068,"Medium"
2,4,"Billings","USA","USD",45.759277,1844,-108.60877,"sqft",358000,2065,"MT","3625 Gladiator Cir",242200,364500,59102,0.358,7.000092,"Low"
1,2,"Billings","USA","USD",45.77746,1392,-108.523285,"sqft",275000,1664,"MT","305 Broadwater Ave",157000,227700,59101,0.275,6.499152,"Low"
1,2,"Butte","USA","USD",45.98476,792,-112.52172,"sqft",85000,1569,"MT","1136 Hobson Ave",87800,150600,59701,0.085,6.011,"Low"
2,5,"Missoula","USA","USD",46.827614,2964,-114.00057,"sqft",664900,2499,"MT","106 Broadview Pl",395100,593300,59803,0.6649,13.15,"Medium"
1,3,"Plains","USA","USD",47.46313,1462,-114.88506,"sqft",324900,1964,"MT","307 Ruenauver St",148465,300800,59859,0.3249,13.504,"Low"
3,3,"Billings","USA","USD",45.7866,2389,-108.535385,"sqft",324900,1995,"MT","1617 8th St W",221854,342300,59102,0.3249,2.387088,"Low"
2,3,"Laurel","USA","USD",45.66584,992,-108.77765,"sqft",250000,1697,"MT","111 Durland Ave",176200,258000,59044,0.25,5.40144,"Low"
3,3,"Billings","USA","USD",45.757103,2272,-108.61349,"sqft",350000,2228,"MT","3805 Stillwater Dr",227900,317800,59102,0.35,0,"Low"
2,5,"Billings","USA","USD",45.76418,1700,-108.51334,"sqft",164900,1663,"MT","289 Monroe St",106500,163678,59101,0.1649,3.123252,"Low"
2,2,"Billings","USA","USD",45.798004,1256,-108.60147,"sqft",220000,1713,"MT","3454 Arlene Cir",144500,213200,59102,0.22,0,"Low"
3,3,"Grand Island","USA","USD",40.915356,1639,-98.32626,"sqft",215000,1300,"NE","802 Sun Valley Dr",196461,272800,68801,0.215,5.70025,"Low"
2,3,"Omaha","USA","USD",41.328274,1306,-96.08809,"sqft",245000,1606,"NE","11202 Potter St",159000,226000,68142,0.245,5.2272,"Low"
2,2,"Omaha","USA","USD",41.206245,1780,-96.21287,"sqft",290000,2100,"NE","5035 S 190th Ave",211400,289200,68135,0.29,0.8712,"Low"
2,3,"Omaha","USA","USD",41.298454,1300,-96.06924,"sqft",189900,1731,"NE","9916 Taylor St",176300,227600,68134,0.1899,12.1968,"Low"
2,3,"Omaha","USA","USD",41.2098,1662,-96.10937,"sqft",239900,1659,"NE","12651 N St",154000,237600,68137,0.2399,7.88436,"Low"
2,3,"Omaha","USA","USD",41.222603,2006,-96.19842,"sqft",499000,2565,"NE","18125 C St",273800,515286,68130,0.499,10.0188,"Medium"
4,4,"Papillion","USA","USD",41.1373,3135,-96.058876,"sqft",385000,2732,"NE","1003 Valleyview Dr",313383,376100,68046,0.385,10.41084,"Low"
1,3,"Omaha","USA","USD",41.307034,1174,-95.98266,"sqft",148500,1262,"NE","5311 N 46th St",105900,152100,68104,0.1485,7.4052,"Low"
2,3,"Omaha","USA","USD",41.319786,1246,-96.03503,"sqft",240000,1749,"NE","7871 Mary St",156900,225400,68122,0.24,5.6628,"Low"
