,bathrooms,bedrooms,city,country,currency,latitude,livingArea,longitude,lotAreaUnit,priceForHDP,rentZestimate,state,streetAddress,taxAssessedValue,zestimate,zipcode,priceinmil,lotArea
471,1.0,2.0,Sartell,USA,USD,45.6263,1284.0,-94.2307,sqft,245000.0,1384.0,MN,17 Pine Tree Ct,179900.0,221700.0,56377,0.245,5.2272
472,2.0,4.0,Ottertail,USA,USD,46.380386,2280.0,-95.59685,sqft,250000.0,1900.0,MN,28773 Sherman Lake Rd,213600.0,245198.0,56571,0.25,161.172
473,3.0,4.0,Columbus,USA,USD,33.56387,3026.0,-88.43915,sqft,449000.0,2806.0,MS,38 Greenleaf Ln,277770.0,437421.0,39705,0.449,100.188
474,2.0,3.0,Kiln,USA,USD,30.420551,1792.0,-89.37589,sqft,450000.0,1770.0,MS,3000 Kiln Delisle Rd,108299.0,167200.0,39556,0.45,630.7488000000001
475,2.0,3.0,Carriere,USA,USD,30.570145,1456.0,-89.65279,sqft,160000.0,1562.0,MS,217 Hide A Way Ln,46700.0,100500.0,39426,0.16,13.068
476,1.0,3.0,Petal,USA,USD,31.337584,1105.0,-89.26472,sqft,80000.0,1278.0,MS,120 W 8th Ave,42390.0,105700.0,39465,0.08,1.307
477,2.0,3.0,Steens,USA,USD,33.56426,2351.0,-88.31093,sqft,142500.0,1794.0,MS,333 Steens Vernon Rd,62000.0,146034.0,39766,0.1425,56.628
478,6.0,7.0,Flowood,USA,USD,32.343643,5317.0,-90.0224,sqft,1595000.0,11073.0,MS,116 Garrison Way,860610.0,1322300.0,39232,1.595,171.19080000000002
479,2.0,4.0,Diamondhead,USA,USD,30.400162,1654.0,-89.34475,sqft,275000.0,1800.0,MS,996 Halawa Ct,134942.0,284700.0,39525,0.275,9.583200000000001
480,2.0,4.0,New Albany,USA,USD,34.507774,1675.0,-89.02532,sqft,149900.0,1566.0,MS,900 Moss Hill Dr,48580.0,146400.0,38652,0.1499,38.332800000000006
481,4.0,4.0,Gulfport,USA,USD,30.51293,3240.0,-89.080215,sqft,449000.0,3040.0,MS,15542 Old Oak Ct,294377.0,432200.0,39503,0.449,23.5224
482,3.0,3.0,Gautier,USA,USD,30.471313,4558.0,-88.63928,sqft,250000.0,2329.0,MS,8921 Ferry Point Rd,293626.0,275267.0,39553,0.25,64.0332
483,2.0,3.0,Gulfport,USA,USD,30.452589,1274.0,-89.048645,sqft,169500.0,1595.0,MS,26 Joanna Ln,83950.0,120800.0,39503,0.1695,13.068
484,2.0,3.0,Brookhaven,USA,USD,31.637299,1333.0,-90.48955,sqft,134000.0,1342.0,MS,704 Case Trl NW,40580.0,135729.0,39601,0.134,25.700400000000005
485,2.0,3.0,Jackson,USA,USD,32.36068,1235.0,-90.187965,sqft,120000.0,1142.0,MS,528 Beaverbrook Dr,51950.0,56600.0,39206,0.12,13.939200000000001
486,3.0,3.0,Moss Point,USA,USD,30.426636,2719.0,-88.46028,sqft,115000.0,2243.0,MS,8916 Orange Lake Rd,99269.0,144700.0,39562,0.115,43.56
487,2.0,3.0,Horn Lake,USA,USD,34.93764,2200.0,-90.02638,sqft,300000.0,1991.0,MS,5350 Park Place Dr,157813.0,290800.0,38637,0.3,43.56
488,3.0,3.0,Gautier,USA,USD,30.4186,2391.0,-88.62594,sqft,365000.0,1999.0,MS,1004 Homestead Blvd,204288.0,177300.0,39553,0.365,188.6148
489,3.0,4.0,Florence,USA,USD,32.129753,3200.0,-90.2048,sqft,500000.0,3726.0,MS,106 Hunter Trl,304890.0,453800.0,39073,0.5,179.0316
490,2.0,2.0,Hollister,USA,USD,36.63214,1264.0,-93.22934,sqft,155000.0,1359.0,MO,160 Wilshire Drive UNIT 65,87300.0,157900.0,65672,0.155,0.43560000000000004
491,1.0,2.0,Versailles,USA,USD,38.438076,1138.0,-92.83281,sqft,125000.0,749.0,MO,616 Price Ave,121000.0,112700.0,65084,0.125,14.261544000000002
492,3.0,4.0,Springfield,USA,USD,37.15584,2059.0,-93.23745,sqft,275000.0,1500.0,MO,3134 South Lakeside Avenue,156000.0,288000.0,65804,0.275,11.7612
493,1.0,3.0,Joplin,USA,USD,37.090595,1077.0,-94.53945,sqft,137500.0,816.0,MO,121 S Oliver Ave,46770.0,130755.0,64801,0.1375,12.196799999999996
494,2.0,3.0,Kirbyville,USA,USD,36.596767,1320.0,-93.07226,sqft,290000.0,1764.0,MO,120 Gabriel Lane,95550.0,292700.0,65679,0.29,12.6324
495,3.0,4.0,Grain Valley,USA,USD,39.036407,1992.0,-94.20827,sqft,325000.0,2094.0,MO,963 NW Dogwood Dr,209000.0,310100.0,64029,0.325,10.495
496,2.0,4.0,Saint Louis,USA,USD,38.583645,2240.0,-90.248436,sqft,165000.0,1410.0,MO,4067 Giles Ave,18500.0,172800.0,63116,0.165,4.795956
497,3.0,3.0,Walnut Grove,USA,USD,37.429703,2274.0,-93.52889,sqft,300000.0,1494.0,MO,5667 South 60th Road,99000.0,295100.0,65770,0.3,727.452
498,4.0,4.0,Florissant,USA,USD,38.852757,3800.0,-90.30351,sqft,619000.0,4370.0,MO,3727 Afshari Cir,311200.0,449800.0,63034,0.619,265.28040000000004
499,3.0,5.0,Carthage,USA,USD,37.19014,2877.0,-94.403,sqft,349000.0,1947.0,MO,9425 County Ln #191,198930.0,340000.0,64836,0.349,54.8856
500,1.0,2.0,Moberly,USA,USD,39.412624,1053.0,-92.42994,sqft,34900.0,999.0,MO,608 Cleveland Ave,14820.0,26900.0,65270,0.0349,6.0
501,1.0,2.0,Bozeman,USA,USD,45.66963,1191.0,-110.90573,sqft,895000.0,2875.0,MT,240 Ritas Ridge Rd,444500.0,629200.0,59715,0.895,217.93068
502,2.0,4.0,Billings,USA,USD,45.759277,1844.0,-108.60877,sqft,358000.0,2065.0,MT,3625 Gladiator Cir,242200.0,364500.0,59102,0.358,7.000092
503,1.0,2.0,Billings,USA,USD,45.77746,1392.0,-108.523285,sqft,275000.0,1664.0,MT,305 Broadwater Ave,157000.0,227700.0,59101,0.275,6.4991520000000005
504,1.0,2.0,Butte,USA,USD,45.98476,792.0,-112.52172,sqft,85000.0,1569.0,MT,1136 Hobson Ave,87800.0,150600.0,59701,0.085,6.011
505,2.0,5.0,Missoula,USA,USD,46.827614,2964.0,-114.00057,sqft,664900.0,2499.0,MT,106 Broadview Pl,395100.0,593300.0,59803,0.6649,13.149999999999999
506,1.0,3.0,Plains,USA,USD,47.46313,1462.0,-114.88506,sqft,324900.0,1964.0,MT,307 Ruenauver St,148465.0,300800.0,59859,0.3249,13.503999999999996
507,3.0,3.0,Billings,USA,USD,45.7866,2389.0,-108.535385,sqft,324900.0,1995.0,MT,1617 8th St W,221854.0,342300.0,59102,0.3249,2.3870880000000003
508,2.0,3.0,Laurel,USA,USD,45.66584,992.0,-108.77765,sqft,250000.0,1697.0,MT,111 Durland Ave,176200.0,258000.0,59044,0.25,5.40144
509,3.0,3.0,Billings,USA,USD,45.757103,2272.0,-108.61349,sqft,350000.0,2228.0,MT,3805 Stillwater Dr,227900.0,317800.0,59102,0.35,0.0
510,2.0,5.0,Billings,USA,USD,45.76418,1700.0,-108.51334,sqft,164900.0,1663.0,MT,289 Monroe St,106500.0,163678.0,59101,0.1649,3.123252
511,2.0,2.0,Billings,USA,USD,45.798004,1256.0,-108.60147,sqft,220000.0,1713.0,MT,3454 Arlene Cir,144500.0,213200.0,59102,0.22,0.0
512,3.0,3.0,Grand Island,USA,USD,40.915356,1639.0,-98.32626,sqft,215000.0,1300.0,NE,802 Sun Valley Dr,196461.0,272800.0,68801,0.215,5.70025
513,2.0,3.0,Omaha,USA,USD,41.328274,1306.0,-96.08809,sqft,245000.0,1606.0,NE,11202 Potter St,159000.0,226000.0,68142,0.245,5.2272
514,2.0,2.0,Omaha,USA,USD,41.206245,1780.0,-96.21287,sqft,290000.0,2100.0,NE,5035 S 190th Ave,211400.0,289200.0,68135,0.29,0.8712000000000001
515,2.0,3.0,Omaha,USA,USD,41.298454,1300.0,-96.06924,sqft,189900.0,1731.0,NE,9916 Taylor St,176300.0,227600.0,68134,0.1899,12.196799999999996
516,2.0,3.0,Omaha,USA,USD,41.2098,1662.0,-96.10937,sqft,239900.0,1659.0,NE,12651 N St,154000.0,237600.0,68137,0.2399,7.88436
517,2.0,3.0,Omaha,USA,USD,41.222603,2006.0,-96.19842,sqft,499000.0,2565.0,NE,18125 C St,273800.0,515286.0,68130,0.499,10.018799999999999
518,4.0,4.0,Papillion,USA,USD,41.1373,3135.0,-96.058876,sqft,385000.0,2732.0,NE,1003 Valleyview Dr,313383.0,376100.0,68046,0.385,10.41084
519,1.0,3.0,Omaha,USA,USD,41.307034,1174.0,-95.98266,sqft,148500.0,1262.0,NE,5311 N 46th St,105900.0,152100.0,68104,0.1485,7.4052
520,2.0,3.0,Omaha,USA,USD,41.319786,1246.0,-96.03503,sqft,240000.0,1749.0,NE,7871 Mary St,156900.0,225400.0,68122,0.24,5.6628
521,1.0,3.0,Omaha,USA,USD,41.29189,1224.0,-95.99544,sqft,169900.0,1295.0,NE,3616 N 52nd St,137600.0,176982.0,68104,0.1699,7.36164
522,2.0,3.0,Norfolk,USA,USD,42.02371,1855.0,-97.422424,sqft,157900.0,1234.0,NE,727 S 12th St,94685.0,161600.0,68701,0.1579,5.85
523,3.0,3.0,Bennington,USA,USD,41.327183,2328.0,-96.155594,sqft,425000.0,2647.0,NE,15505 Hanover St,300200.0,408700.0,68007,0.425,8.712
524,3.0,5.0,Lincoln,USA,USD,40.72333,2897.0,-96.61078,sqft,575000.0,3319.0,NE,8801 S 81st St,71500.0,563600.0,68516,0.575,7.8408
525,3.0,3.0,Bellevue,USA,USD,41.144436,2100.0,-95.90435,sqft,230000.0,1814.0,NE,808 Durand Dr,199704.0,238500.0,68005,0.23,9.1476
526,2.0,3.0,Bushnell,USA,USD,41.233437,2856.0,-103.89239,sqft,150000.0,1630.0,NE,201 3rd St,46540.0,185800.0,69128,0.15,14.0
527,1.0,3.0,Omaha,USA,USD,41.28055,924.0,-95.95616,sqft,105000.0,1193.0,NE,2919 Erskine St,36700.0,104000.0,68111,0.105,4.791600000000001
528,1.0,3.0,Valley,USA,USD,41.368916,1579.0,-96.26731,sqft,275000.0,1399.0,NE,12025 N 225th St,185200.0,258700.0,68064,0.275,43.56
529,1.0,3.0,Omaha,USA,USD,41.263794,1564.0,-95.97372,sqft,200000.0,1300.0,NE,429 N 41st St,131400.0,218700.0,68131,0.2,0.43560000000000004
530,2.0,5.0,Lincoln,USA,USD,40.79855,2072.0,-96.705246,sqft,164900.0,698.0,NE,1442 S 11th St,99500.0,132400.0,68502,0.1649,5.2272
531,1.0,3.0,Omaha,USA,USD,41.317345,846.0,-95.978836,sqft,165222.0,1044.0,NE,4409 Redick Ave,44000.0,66200.0,68112,0.165222,7.01316
532,2.0,3.0,Elkhorn,USA,USD,41.275753,1379.0,-96.237495,sqft,260000.0,1814.0,NE,1729 N 206th St,184000.0,261600.0,68022,0.26,5.92416
533,3.0,4.0,Omaha,USA,USD,41.181854,2133.0,-96.207886,sqft,395000.0,2400.0,NE,18621 Willow St,289676.0,359300.0,68136,0.395,7.36164
534,3.0,3.0,Bennington,USA,USD,41.332382,1915.0,-96.14074,sqft,285000.0,1995.0,NE,14464 Reynolds St,204600.0,279500.0,68007,0.285,5.1836400000000005
535,3.0,3.0,Omaha,USA,USD,41.200466,2784.0,-96.09862,sqft,490000.0,2975.0,NE,5801 S 119th Plz,330900.0,525000.0,68137,0.49,10.4544
536,2.0,3.0,Omaha,USA,USD,41.319134,1400.0,-96.08799,sqft,240000.0,1792.0,NE,6607 N 112th Ave,156000.0,238500.0,68164,0.24,5.6628
537,2.0,2.0,Omaha,USA,USD,41.310745,1370.0,-96.0572,sqft,269900.0,1699.0,NE,5824 N 92nd Ct,200900.0,240500.0,68134,0.2699,6.969600000000001
538,2.0,4.0,Adams,USA,USD,40.58446,2794.0,-96.49997,sqft,595000.0,2772.0,NE,23000 S 162nd St,273100.0,444200.0,68419,0.595,218.2356
539,1.0,2.0,Omaha,USA,USD,41.257328,3262.0,-96.05479,sqft,590000.0,3733.0,NE,307 S 92nd St,428200.0,551400.0,68114,0.59,20.473200000000002
540,3.0,5.0,Omaha,USA,USD,41.15811,3060.0,-96.199066,sqft,525000.0,1391.0,NE,18116 Camelback Ave,78000.0,525000.0,68136,0.525,13.068
541,1.0,1.0,Las Vegas,USA,USD,36.17092,660.0,-115.21213,sqft,175000.0,1150.0,NV,220 Mission Newport Ln APT 104,69711.0,146900.0,89107,0.175,7.244028
542,2.0,3.0,Pahrump,USA,USD,36.186092,1755.0,-116.00547,sqft,350000.0,2149.0,NV,460 Bronco St,208500.0,371000.0,89048,0.35,22.6512
543,2.0,3.0,Las Vegas,USA,USD,36.198444,1296.0,-115.03458,sqft,299000.0,1799.0,NV,6348 Pine Hill Ave,138300.0,300300.0,89156,0.299,3.9204
544,2.0,3.0,Fernley,USA,USD,39.597363,2162.0,-119.27233,sqft,535000.0,2394.0,NV,1055 Lasso Way,408113.0,526065.0,89408,0.535,21.78
545,1.0,1.0,Las Vegas,USA,USD,36.11395,728.0,-115.26886,sqft,189900.0,1300.0,NV,8101 W Flamingo Rd UNIT 1134,89354.0,190700.0,89147,0.1899,10.197396000000001
546,3.0,2.0,Reno,USA,USD,39.51924,1318.0,-119.842926,sqft,395000.0,2199.0,NV,295 Mark Jeffrey Ln,203649.0,393100.0,89503,0.395,1.3068
547,3.0,4.0,Las Vegas,USA,USD,35.99775,3862.0,-115.16762,sqft,1555555.0,4003.0,NV,10586 Haven St,447511.0,789000.0,89183,1.555555,41.8176
548,2.0,2.0,Las Vegas,USA,USD,36.107445,1073.0,-115.21556,sqft,284900.0,1694.0,NV,5415 W Harmon Ave UNIT 1028,118566.0,266800.0,89103,0.2849,5.710716000000001
549,3.0,4.0,North Las Vegas,USA,USD,36.2867,2640.0,-115.19279,sqft,565000.0,2432.0,NV,6940 Homing Pigeon Pl,378054.0,511700.0,89084,0.565,7.8408
550,2.0,4.0,Las Vegas,USA,USD,36.104946,1402.0,-115.07251,sqft,375000.0,1914.0,NV,4646 Dennis Way,102000.0,374800.0,89121,0.375,6.0984
551,5.0,6.0,Las Vegas,USA,USD,36.006184,5033.0,-115.1644,sqft,1300000.0,6146.0,NV,186 Jalyn Rae Ct,753360.0,964500.0,89183,1.3,10.89
552,2.0,2.0,Las Vegas,USA,USD,36.265984,1214.0,-115.26718,sqft,300000.0,1875.0,NV,5725 Ocean Beach Dr,170946.0,328400.0,89149,0.3,5.6628
553,2.0,2.0,Las Vegas,USA,USD,36.022366,1134.0,-115.16985,sqft,310000.0,1597.0,NV,56 E Serene Ave UNIT 418,208383.0,282000.0,89123,0.31,47.327940000000005
554,2.0,3.0,Las Vegas,USA,USD,36.25299,1510.0,-115.233574,sqft,360000.0,1997.0,NV,5101 Chambliss Dr,184674.0,356700.0,89130,0.36,7.4052
555,3.0,4.0,Henderson,USA,USD,36.05226,2196.0,-115.07342,sqft,460000.0,2400.0,NV,346 Santa Monica Dr,209854.0,447300.0,89014,0.46,7.4052
556,3.0,5.0,Las Vegas,USA,USD,36.033676,4340.0,-115.23226,sqft,699999.0,3508.0,NV,8542 Windsor Run St,525011.0,665100.0,89139,0.699999,6.0984
557,2.0,2.0,Henderson,USA,USD,36.12217,1725.0,-114.9386,sqft,950000.0,2214.0,NV,70 Sun Lily Ln,120000.0,657500.0,89011,0.95,6.969600000000001
558,2.0,2.0,Henderson,USA,USD,35.9667,1632.0,-115.11724,sqft,450000.0,2159.0,NV,1644 Rockcrest Hills Ave,268351.0,436000.0,89052,0.45,6.969600000000001
559,3.0,3.0,Las Vegas,USA,USD,36.19946,1930.0,-115.30239,sqft,450000.0,2434.0,NV,9417 Valley Hills Ave,209629.0,432400.0,89134,0.45,3.9204
560,3.0,3.0,Las Vegas,USA,USD,36.247536,1611.0,-115.32509,sqft,300000.0,1894.0,NV,10443 Kitty Joyce Ave,215611.0,325700.0,89129,0.3,1.3068
561,4.0,3.0,Las Vegas,USA,USD,36.1875,2093.0,-115.35395,sqft,824999.0,3665.0,NV,11856 Dragontail Peak Ave,118969.0,799675.0,89138,0.824999,6.534
562,4.0,4.0,Las Vegas,USA,USD,36.110485,2456.0,-115.26067,sqft,499900.0,2650.0,NV,4327 Apex Dr,242000.0,481600.0,89147,0.4999,6.969600000000001
563,1.0,2.0,Haverhill,USA,USD,44.03589,700.0,-72.05656,sqft,149000.0,1616.0,NH,80 Westview Drive,87800.0,165100.0,3765,0.149,13.983
564,2.0,3.0,Rochester,USA,USD,43.299587,1224.0,-70.98647,sqft,289900.0,2199.0,NH,8 Lagasse Street,164600.0,278600.0,3867,0.2899,4.792
565,3.0,3.0,Sunapee,USA,USD,43.42971,2205.0,-72.069695,sqft,675000.0,2893.0,NH,1226 Route 11,258600.0,671600.0,3782,0.675,41.382
566,1.0,2.0,Epsom,USA,USD,43.19447,829.0,-71.38259,sqft,88000.0,276.0,NH,8 Kings Row,26900.0,75600.0,3234,0.088,0.0
567,1.0,2.0,Wilton,USA,USD,42.832527,1197.0,-71.78692,sqft,279900.0,1999.0,NH,22 Marden Road,130200.0,285497.0,3086,0.2799,13.068
568,4.0,5.0,Derry,USA,USD,42.89107,3300.0,-71.27405,sqft,579000.0,3899.0,NH,21 Floyd Road,375400.0,583392.0,3038,0.579,24.829200000000004
569,2.0,3.0,Manchester,USA,USD,42.94837,1736.0,-71.41671,sqft,410000.0,2374.0,NH,829 S. Mammoth Road,208000.0,420197.0,3109,0.41,20.473200000000002
570,1.0,2.0,Salem,USA,USD,42.764496,756.0,-71.22121,sqft,214900.0,1999.0,NH,7 Lancelot Court UNIT 21,83200.0,193600.0,3079,0.2149,1.7424000000000002
571,2.0,4.0,Hampton,USA,USD,42.915886,1969.0,-70.8187,sqft,750000.0,1728.0,NH,55 Glade Path,485800.0,760791.0,3842,0.75,47.916000000000004
572,3.0,3.0,Long Branch,USA,USD,40.3018,1692.0,-73.989494,sqft,579900.0,3599.0,NJ,72 4th Avenue,435100.0,609200.0,7740,0.5799,6.45
573,3.0,4.0,Carteret,USA,USD,40.580925,1802.0,-74.22455,sqft,499900.0,3134.0,NJ,113 Linden St,257600.0,468600.0,7008,0.4999,5.001
574,2.0,3.0,Tinton Falls,USA,USD,40.334305,1345.0,-74.07962,sqft,499000.0,3428.0,NJ,35 Terry Lane,370300.0,462600.0,7724,0.499,8.712
575,2.0,3.0,Oakhurst,USA,USD,40.25801,2204.0,-74.019035,sqft,899000.0,3399.0,NJ,256 Delaware Avenue,553600.0,812500.0,7755,0.899,7.8408
576,6.0,5.0,New Egypt,USA,USD,40.07002,8624.0,-74.52892,sqft,545000.0,2458.0,NJ,17 Fort Avenue,334400.0,527900.0,8533,0.545,10.018799999999999
577,2.0,3.0,Princeton,USA,USD,40.3302,2695.0,-74.683426,sqft,639900.0,3740.0,NJ,517 Brickhouse Road,395800.0,523400.0,8540,0.6399,2.178
578,4.0,4.0,North Brunswick,USA,USD,40.422424,4340.0,-74.47783,sqft,1000000.0,5758.0,NJ,564 Riva Avenue,161000.0,978700.0,8902,1.0,89.73360000000001
579,3.0,3.0,Freehold,USA,USD,40.211754,1702.0,-74.267845,sqft,430000.0,3390.0,NJ,1801 Wagon Wheel Court,325400.0,421100.0,7728,0.43,0.8712000000000001
580,1.0,4.0,Hazlet,USA,USD,40.431797,1653.0,-74.17044,sqft,389900.0,2999.0,NJ,3 Redwood Terrace,354900.0,412900.0,7730,0.3899,8.276399999999999
581,3.0,3.0,Little Silver,USA,USD,40.326244,2406.0,-74.03429,sqft,865000.0,4200.0,NJ,13 Judith Road,626200.0,854300.0,7739,0.865,20.037599999999994
582,3.0,4.0,Manasquan,USA,USD,40.11434,2674.0,-74.04417,sqft,1225000.0,8500.0,NJ,390 River Place,686000.0,1192700.0,8736,1.225,4.791600000000001
583,2.0,4.0,Matawan,USA,USD,40.406227,1992.0,-74.23574,sqft,440000.0,3575.0,NJ,284 Broad Street,388800.0,461400.0,7747,0.44,12.6324
584,3.0,5.0,Red Bank,USA,USD,40.339436,2856.0,-74.10028,sqft,899000.0,4699.0,NJ,195 Bernard Drive,743600.0,933800.0,7701,0.899,76.23
585,1.0,3.0,Red Bank,USA,USD,40.34594,1248.0,-74.0893,sqft,499900.0,2799.0,NJ,605 W Front Street,388300.0,458900.0,7701,0.4999,4.791600000000001
586,3.0,2.0,Spring Lake,USA,USD,40.157246,1172.0,-74.038574,sqft,749000.0,2650.0,NJ,7 Pine Drive,505100.0,580300.0,7762,0.749,1.7424000000000002
587,2.0,4.0,West Long Branch,USA,USD,40.280506,2188.0,-74.01169,sqft,2499000.0,3300.0,NJ,87 Larchwood Avenue,889700.0,1086800.0,7764,2.499,38.7684
588,2.0,3.0,Beachwood,USA,USD,39.93357,1369.0,-74.20381,sqft,409900.0,2949.0,NJ,725 Leeward Avenue,220200.0,375100.0,8722,0.4099,7.8408
589,2.0,4.0,Beachwood,USA,USD,39.930573,1300.0,-74.18822,sqft,435000.0,2934.0,NJ,20 Bowline Street,173800.0,347900.0,8722,0.435,10.4544
590,2.0,2.0,Toms River,USA,USD,39.97096,1328.0,-74.25961,sqft,329900.0,1929.0,NJ,117 Bananier Drive,115700.0,292100.0,8757,0.3299,5.2272
591,5.0,4.0,Las Cruces,USA,USD,32.414024,3171.0,-106.63626,sqft,556000.0,2181.0,NM,5627 Charolais Dr,300847.0,659700.0,88012,0.556,87.5556
592,2.0,3.0,Albuquerque,USA,USD,35.10326,1107.0,-106.73779,sqft,220000.0,1599.0,NM,1419 Casa Florida Pl NW,94614.0,238900.0,87120,0.22,3.9204
593,3.0,3.0,Ruidoso,USA,USD,33.358326,2925.0,-105.65627,sqft,549000.0,2837.0,NM,100 Gh Stoneman Dr,301317.0,473900.0,88345,0.549,25.2648
594,3.0,4.0,Rio Rancho,USA,USD,35.22958,2797.0,-106.68394,sqft,480000.0,2499.0,NM,2720 Avenida Corazon SE,294403.0,430900.0,87124,0.48,9.1476
595,4.0,3.0,Rio Rancho,USA,USD,35.270916,2120.0,-106.63119,sqft,550000.0,1990.0,NM,816 Acapulco Rd NE,214700.0,383000.0,87144,0.55,21.78
596,4.0,4.0,Albuquerque,USA,USD,35.13176,2860.0,-106.49582,sqft,365000.0,3200.0,NM,4519 Larchmont Dr NE,342508.0,532400.0,87111,0.365,13.5036
597,1.0,1.0,Albuquerque,USA,USD,35.087345,900.0,-106.662834,sqft,240000.0,1680.0,NM,1331 Park Ave SW UNIT 906,137000.0,218700.0,87102,0.24,13.5036
598,2.0,3.0,Santa Fe,USA,USD,35.65088,1176.0,-105.98697,sqft,399000.0,2149.0,NM,1014 Santa Clara Dr,175630.0,339700.0,87507,0.399,6.0984
599,2.0,3.0,Albuquerque,USA,USD,35.156155,1312.0,-106.6085,sqft,265000.0,1704.0,NM,6800 Vista Del Norte Dr NE #1622,125660.0,240800.0,87113,0.265,3.0492
600,2.0,3.0,Las Cruces,USA,USD,32.40107,1358.0,-106.73141,sqft,265000.0,1599.0,NM,4833 Sonoran Ave,159925.0,262300.0,88012,0.265,4.791600000000001
601,3.0,3.0,Corrales,USA,USD,35.249702,1781.0,-106.62206,sqft,470000.0,2220.0,NM,831 Camino Sin Pasada,2661.0,239600.0,87048,0.47,43.56
602,2.0,3.0,Mesquite,USA,USD,32.16671,2526.0,-106.68014,sqft,314900.0,2100.0,NM,20 Tres Caballos,205933.0,303600.0,88048,0.3149,43.56
603,3.0,2.0,Albuquerque,USA,USD,35.11454,1005.0,-106.697945,sqft,215000.0,1500.0,NM,5115 Levy Ct NW,125100.0,209600.0,87120,0.215,2.178
604,5.0,4.0,Albuquerque,USA,USD,35.154583,5142.0,-106.53743,sqft,949000.0,4542.0,NM,9412 Pebble Beach Dr NE,755700.0,895600.0,87111,0.949,13.068
605,2.0,3.0,Belen,USA,USD,34.657444,1890.0,-106.84444,sqft,210000.0,937.0,NM,6 Venus Rd,115616.0,206300.0,87002,0.21,56.1924
606,2.0,3.0,Cedar Crest,USA,USD,35.14275,1568.0,-106.35517,sqft,325000.0,1106.0,NM,24 Olympio Ln,90885.0,225900.0,87008,0.325,553.212
607,2.0,3.0,Albuquerque,USA,USD,35.112762,1313.0,-106.72969,sqft,255000.0,1599.0,NM,7972 Austin Ave NW,147187.0,254500.0,87120,0.255,3.9204
608,3.0,4.0,Rio Rancho,USA,USD,35.349754,2347.0,-106.60443,sqft,349999.0,2159.0,NM,5336 Mayhill Pl NE,164286.0,346000.0,87144,0.349999,6.969600000000001
609,3.0,3.0,Rio Rancho,USA,USD,35.24578,2638.0,-106.66454,sqft,369900.0,1963.0,NM,3608 Oakmount Dr SE,117368.0,311800.0,87124,0.3699,11.3256
610,2.0,3.0,Albuquerque,USA,USD,35.0289,1286.0,-106.745346,sqft,262000.0,1594.0,NM,3010 Morrissey St SW,116175.0,241300.0,87121,0.262,4.791600000000001
611,4.0,7.0,Brooklyn,USA,USD,40.693558,2360.0,-73.9196,sqft,1900000.0,5474.0,NY,125 Linden St,1131000.0,1309200.0,11221,1.9,2.5
612,3.0,3.0,Brooklyn,USA,USD,40.606346,1428.0,-74.01276,sqft,988000.0,3433.0,NY,216 Bay 11th St,878000.0,1038576.0,11228,0.988,1.989
613,5.0,7.0,Brooklyn,USA,USD,40.59772,3075.0,-73.99059,sqft,1900000.0,4200.0,NY,8671 24th Ave,480000.0,1601900.0,11214,1.9,2.804
614,2.0,4.0,Cooperstown,USA,USD,42.66072,1848.0,-74.96022,sqft,419000.0,2873.0,NY,137 Trolley Line Rd,337300.0,439800.0,13326,0.419,40.511
615,1.0,3.0,Niagara Falls,USA,USD,43.087196,1644.0,-79.04132,sqft,129000.0,1264.0,NY,1626 Falls St,59104.0,73000.0,14303,0.129,4.9614840000000004
616,1.0,2.0,Jamestown,USA,USD,42.078884,672.0,-79.236244,sqft,74900.0,900.0,NY,400 Broadhead Ave,32189.0,54700.0,14701,0.0749,6.9347520000000005
617,2.0,5.0,Brooklyn,USA,USD,40.67524,2000.0,-73.87945,sqft,799900.0,2418.0,NY,158 Atkins Ave,749000.0,744800.0,11208,0.7999,2.0
618,2.0,3.0,Staten Island,USA,USD,40.566715,1280.0,-74.15087,sqft,599999.0,1470.0,NY,59 Tanglewood Dr,492000.0,570378.0,10308,0.599999,2.5
619,4.0,4.0,Niagara Falls,USA,USD,43.115067,4211.0,-79.05639,sqft,125000.0,2999.0,NY,2816 Lewiston Rd,111940.0,211100.0,14305,0.125,10.576368
620,2.0,4.0,Pingree,USA,USD,47.11389,2492.0,-99.07094,sqft,375000.0,2298.0,ND,6749 21st St SE,173800.0,375300.0,58476,0.375,584.5752
621,4.0,4.0,Mandan,USA,USD,46.89155,2494.0,-100.90939,sqft,485000.0,2679.0,ND,3614 Palomino Dr N,340400.0,464500.0,58554,0.485,59.241600000000005
622,3.0,4.0,Jamestown,USA,USD,46.90829,2896.0,-98.68374,sqft,299000.0,2166.0,ND,110 18th Ave NE,296300.0,357800.0,58401,0.299,18.60012
623,3.0,4.0,Minot,USA,USD,48.25209,2416.0,-101.33403,sqft,389000.0,1494.0,ND,2772 Heritage Dr,285000.0,333300.0,58703,0.389,8.276399999999999
624,2.0,4.0,Fargo,USA,USD,46.899487,2648.0,-96.77798,sqft,349900.0,1761.0,ND,57 16th Ave N,216300.0,349901.0,58102,0.3499,7.8408
625,2.0,2.0,Fargo,USA,USD,46.872578,1400.0,-96.815704,sqft,219900.0,1273.0,ND,301 22nd St S,180400.0,219800.0,58103,0.2199,7.5
626,3.0,4.0,Minot,USA,USD,48.24522,2504.0,-101.290245,sqft,239900.0,1567.0,ND,105 University Ave E,192000.0,235222.0,58703,0.2399,5.6628
